input,gt
"A: 死妈脸应该被强奸致死
A: 应该被狠狠打脸
B: 靠你jb玩意
B: 听好啦?
C: 看这个哈哈哈
A: 是的哈哈
B: 报告MVP你jb玩意
B: 你就是jb玩意
C: JB令狗
B: 开心吗?
C: 你jb玩意
C: 令狗去死吧
A: 好笑
A: 哈哈哈做个jb玩意有多好玩?  
B: 噢我已经血量低了
C: 令狗玩意
A: 小队里的喷子说话啦  
A: 哈哈哈
",1
,1
,1
"B:,我玩英雄联盟,Dota什么的
A:,哦,我也玩LOL, 一起玩吗? 我挺无聊的
B:,好啊,可以一起玩排位。不过我技术不太好,经常被人diss
A:,没关系,我们可以一起练习,慢慢提高。重要的是玩的开心😃
B:,太好了,那一会儿见咯
A:,好的,一会儿组队去ranked 
B:,期待和你一起玩,谢谢你能让我加入
A:,应该的,一起努力成为高手吧!
",1
,1
"A:小队病了
B:放弃
C:信仰
D:亚门病的要死了
E:凯瑞,哈哈
F:输了很烂,最糟糕的事情
G:小子抓住凯瑞没伤害的那个。
H:哈哈你妈妈让我恢复
I:是的,我讨厌像你这样的人
J:1/a layla的第一张照片 哈哈哈哈哈哈哈哈
K:1/举报你玩忽职守
L:连小兵都杀不了 哈哈哈
M:亚门连在做什么都不知道 哈哈
N:安静,穷鬼
O:1/1/7
P:小子,你历史记录里肯定都是失败
Q:白痴

",1
"B: 什么?
A: 你他妈的母猪
B:哦,好吧
",1
"B:是的,你是垃圾
A:我没有皮肤
B:没关系,我们都开始的时候没有皮肤
A:但是我的技能也很差
B:不要气馁,多练习就会进步的
A:可我的手指也不灵活
B:没关系,慢慢来,保持乐观的心态
A:谢谢你给我支持
B:不用谢,我们都是刚开始玩这个游戏的新手
A:我会继续努力练习,提高我的技术
B:加油!相信你可以成为大神的!
",1
"B: Who's free to be taunted by me? 
B: I'm gonna taunt you one by one, okay? I'm huge bro
C: Your pussy must be so sweet
A: Does it smell good?
D: Oddette are you still a virgin???
B: Many have already entered your cave
E: Suck my dick.tskie 
B: I'm really gonna taunt you Oddette
B: I'M GONNA TAUNT YOU ONE BY ONE
C: That's fine it must be delicious
B: Can I taunt you? 
A: You'll be so delicious to taunt, especially you Oddette
E: I think many have already eaten that
B: Who wants to eat?
B: I'm gonna taunt you nonstop and quickly
A: Your pussy is so sweet and fragrant Oddette
E: But many have already eaten that I know
E: Muah
",1
"B: 那个人可不是我
B: 我来就是为了让你哭
你现在要学到教训了
当我说我要打野的时候
不管什么情况
你妈的
都是我要打野
我先说要打野的,这混蛋还抢我打野
我的二字是哭泣制造者  
这游戏真垃圾,就算被封号我也不在乎
垃圾游戏
",1
,1
"B: No Translation
C: No Translation
D: No Translation 
E: No Translation
",1
,1
"B: Haha yup 

A: Gusion getting called don pe****. She's offended, what a crybaby.
B: Go cry back to your slums.
",1
"A: Wake up time
A: you 5 retreating against 3 
A: Losing to turtle with 4? 
A: Want to give up right? You guys
A: Hey moron
A: you guys 4 can't even handle 2
A: Hey moron  
A: Attack you dumbasses
A: Donkeys
A: Cowards
B: You pig
B: Not even their fault you guys are cowards
C: 1/Running around like a bitch in heat all alone
C: 1/You guys are just cowards and nothing else
C: 1/Can't even play right
A: Fuck you, you moron
C: 1/And 5 of them are cowards
C: Team of sickos
C: Go give up
C: ADC against three
C: They only attack Brody with 4
C: Cowards and trash
D: Cecilion you idiot  
D: Donkey
D: Go fuck off
A: Give up you morons
A: Report those 4 pieces of trash
E: You say this while attacking 5 against 1?
E: Solo coward
E: Only attack in groups
E: 5 of you together still can't beat 1
F: 1/Hanabi attacked in a group
F: 1/Brody against 9
F: 1/Whole game
F: 1/Shut your mouth
",1
,1
,1
,1
"
A: Our Fanny is useless  
B: I know right
A: Pessi you all 
B: I'm gonna do objectives  
A: How do we win?
B: I give up
A: Report that noob Layla
C: I'm so bored
A: I'm talking about all of us

B: Nice hook from Hanabi though
A: Forget me
B: Report all of us 
A: Chase them down
B: I'm just gonna farm for now
A: The ult was on Khunfra
A: Ugh Khunfra so annoying
B: For real
A: Khunfra bouncing on me  
B: Useless
C: Lol look at that
B: That's what you get
That's what you get
And it's my fault
Right
",1
,1
,1
,1
"E: 你说得好像低人一等 一样
D: 受得了伤害?哈哈哈哈哈哈
E: 别这么呆 会得罪人的哈哈哈哈
D: 受伤了吗?你怎么给我发短信了? 
E: 如果我邀请,我们就会倒霉
D:哈哈哈哈我可不像你那么 tox-ic啊  
D: 你嘴真厉害
E: 我就这么说了你就这么怪我?
D: 哈哈哈哈 你是菜鸟吗?
E: 我就这么说了你就这么毒我??哈哈哈哈
D: 哈哈哈哈 tox-ic瞬间
E: 我保持安静,就只是说说目标换换了
D: 现在 mobile legend太极端了哈哈哈
E: 太极端了
E: 我就这么说了你就这么毒我
A: 刚刚赠送了你10个帝国勇士勋章。魅力增加了5000!
B: 是的!
D: 你对女生说话也这么粗鲁呀?
E: 我就这么说了你怎么这么极端?  
D: 呕 隐藏历史记录
D: 哭吧弱小生物  
D: 呕 和双排一起去背锅
D: MVP还输??哈哈哈哈
E: 然后你就要这么极端吗?
A: 刚刚赠送了你10个帝国勇士勋章。魅力增加了5000! 
A: 刚刚赠送了你10个帝国勇士勋章。魅力增加了5000!
E: 哈
",1
,1
,1
"B: Fuck your mom. 
A: I'll fuck your mom's cunt.
B: Fucker spit out by crab.
A: Now I'll shove my head into your asshole.
",1
,1
"B: 哇
C: 快哭吧francoo
D: 哈哈哈 那条河流崩溃了
E: 在机器人上fracco
F: 哈哈哈 已经死了祖父franco
G: 咖啡francoo
H: 哈哈哈 franco在哪里
I: francaaaaaaaa
",1
,1
"B: 嗨,Jawa,我来这边逗玩
C: Jawa Jawa
D: Jawa Jawa
E: Jawa jjawa
",1
,1
,1
"B: crying, you guys made me cry, huh 
I'm crying crying in classic huhu
kys
A: 1/ should separate rank from crying
A: 1/ bye, hope you all live long
A: 1/ was just little upset crying gosh
",1
"A: 如果我可以干掉你,给老爸老妈打个招呼。  
B: 嗯,像关掉冰棍盒一样。   
C: 吃冰棍也没关系。  
A: 打个招呼给老爸老妈吧。  
B: 在哪呢?  
C: 在哪呢,比尔?  
A: 打个招呼给爸爸。

",1
"B: 你妈才是母猪。艾迪斯的妈妈才是真正的母猪。
A: 你妈吃石头,因为她太蠢了。  
B: 艾迪斯的妈妈是只躲起来的母猪,只会打嘴炮。
A: 哈哈,瓦万你真有趣。
C: 凯的妈妈真傻。
A: 你妈也一样,是只母猪。  
B: 你妈才应该吃饭,不要吃土。
A: 艾迪斯的妈妈是只动物。
A: 你妈才是自豪的母猪。
B: 艾迪斯的妈妈是只会逃跑的畜生。
B: 艾迪斯的妈妈是只畜生。
A: 你妈是最糟糕的畜生。
A: 这个没用的一次都杀不了。
A: 1/BNC 队的鼻涕虫。
",1
"B: 我现在没法集中注意力了
A: 你从团战跑了,我的天!
A: 1/看看“奶妈”的装备,都防魔。 
A: 1/哈哈哈哈哈
A: 1/意味着你对他没用啊
B: 噢,阿同 
A: “奶妈”在等我,嘿嘿
B: 噢,他比你更喜欢我
A: 不,我的宝贝现在哭了
A: 嗷!
B: 噢同!
A: 0/5/8的时候边上还有个宝宝在哭,你呢?
B: 哈?你居然杀不死莱思琳啊?
A: 对,他有魔防啊  
A: 1/阿狗
B: 你0击杀也说的出来
A: 1/噢
A: 1/你居然杀不死莱思琳
A: 1/因为你不重要,垃圾新手
",1
,1
,1
"B:你开始的不要哭
A:臭臭
B:装作他没有先开始骂人一样
A:要我叫你妈妈吗?
B:废物 
A:闭嘴你很臭
A:臭
B:你太软弱了
A:去玩芭比娃娃吧,小孩
B:哎呀  
B:对不起  
B:哈哈
A:臭臭臭
A:臭臭
A:臭臭臭  
A:臭死了
A:臭臭臭
B:哈哈哈
A:1/哭哭
C:你们两个人
A:这个白痴花花
B:我会让你看看我的游戏
A:不,是你在哭
B:别担心
A:1/哭哭
A:1/太软
C:我们都会输的
",1
"B: Can do anything to her 
C: Lame joke
D: Let's gangbang together
E: Ah ah
F: Lol
G: What the fuck
H: What's up Brody
I: Ew 
J: Funny
K: You are the one
L: Hahaha
M: My mom is still here
N: Oh so Lance is an orphan? 
O: So Lance has no mom?
P: How'd you know
Q: Btw how much for your mom per hour
R: The black skin ones who play 
S: Black skin means bad hygiene
T: 2k for unlimited fun
U: Come on Lance's mom is free now
V: Brody is LGBT
W: Sicko
X: You 
Y: Oh I see
Z: Oh lol
AA: You're one to talk
AB: You're black too just like Brody
AC: Hahaha
AD: The black skin disease is contagious guys
AE: Demons
AF: Allergic to seeing black people
AG: Dirty
",1
"B: 来1v1
A: 滚开
B: 确定吗
A: 吃我的队伍
B: 老师
A: 吃掉你
B: 老师/你想吗?
",1
"C: Indigenous animal
A: What a pity??? 
B: You've arrived
C: With those games hahahahaha
A: Tell me fucking asshole no
B: The good thing is I rank up very fast right?
C: Why are you so bad????
B: Reach glory
C: Better practice so you can reach glory
A: Okay good. I'll wait for you guys.
C: 5000 thousand games hahahahaha
B: Man how with 5000 thousand games
C: Haha
A: Within 100,000 games
B: Have you seen how good I am?
C: You need a thousand games to rank up to Mythic????
A: And you're still bad
B: Tell me how
C: Tell meeee
A: Not even Glory??
C: With 5000 games
B: You haven't even reached Glory
A: With 5 thousand games and not even Glory
C: Talks a lot
B: But still
A: I know I'm good yes I know
C: No, if you cared you would rank up hahahaha
B: Poor, because of me we turned the game around
C: Poor guy who has 5 thousand games and hasn't reached Glory
B: 5 thousand games and no Glory
A: Poooooor
C: You're pathetic
B: You ruin the fun for others
A: How are you still so bad
C: Learn to play
B: Animal
A: Even with 10 thousand games
C: You should have never started playing
B: What did you expect
C: Hahahaaaaa good
A: That they would die themselves?
B: Have you seen my profile??
C: Are you surprised
A: With the heroes you use hahaha
B: You're one of those who doesn't learn
A: Not because you play 1000000 games
C: You were the initiator, I don't know what you were doing
B: No wonder you're so bad
A: Hahah me
C: And your heroes
B: That you use
A: Don't even need hands
C: Now I understand why you're so bad animal!
B: 4000! games and you're still so bad
A: Please quit the game
C: Not even Mythic
B: What happened? I am useful 
A: Animallll
C: Poor you who saw my profile
B: I feel sorry for you
A: Well I vented on a noob
C: Shall we play?
B: Please quit the game
",1
,1
,1
"B: 无翻译
C: 无翻译
D: 无翻译  
E: 无翻译
F: 现在给我300个现金
G: 在女孩子面前装很纯洁
H: 真他妈虚伪
I: 什么鬼
J: 在女孩子面前装的那么纯洁  
K: 好的
L: 你的女孩50块钱就行
",1
,1
,1
,1
"B: 怎么回事。不给饭吗
A: 法师
B: 你个混蛋法师
A: 房间你怎么了
B: 两个憨批
C: 傻X峰值
我能玩得好米娅吗
米娅就去AFK吧,你这畜生
你才是畜生
C: 傻X 2 
D: 傻X不要老喂他
如果玩不好米娅,就不要用大脑,你这畜生
老是死,你个畜生瑞斯基
D: 傻X 0 10 米娅,脑子是畜生
卖掉米娅的装备,买个大脑吧
D: 太烂了
米娅都死13次了,游戏太烂了
",1
"B:哈哈,瓦伦蒂娜带生命偷取不受魔法伤害
C:我才是动物
D:别装了,你就是垃圾
E:哈哈,为什么?为什么?你以为自己是西班牙人吗?
F:你连做饭都不会
G:哈哈,你比你姑姑更淫荡
H: 你就是个荡妇,你的老公是XBorg
I: 哈哈,太NB了
J: 哈哈,多可笑啊
K: 啊,你是阿佛洛狄忒,荡妇女神
L: 哈哈,你突然变得那么娘娘腔
M: 哈哈,因为你叔叔把JJ插你屁眼里了
N: 20块钱就能干你,婊子
O: 女人
P: 瓦伦蒂娜为XBorg说话
Q: 你叔叔说你连干都不会干
R: 哈哈,像筛子一样
S: 满是洞
T: 哈哈,可怜的洗碗工人
",1
"B: 妈的你们在问什么
C: 妈的那个时间
D: 更愚蠢
E: 没有人在和机器人说话
F: 我已经举报了
G: 无聊
H: 即使Z想在一起
A: 投降吧  
B: 无聊啊
C: 你们两个更蠢
D: 投降吧
E: 哈哈没有人和机器人说话
F: 你们两个
G: 你们两个哈利
H: 你们两个在约会吧
",1
"B: 还是让我面对面地杀了你?
A: 我在后面,你为了杀敌人而离开
B: 不好意思,我想这么做
A: ?
B: 你要教我怎么玩ADC?
A: 那就让他们封号吧
B: 跟你没关系
A: 是你在打野吗?
A: 快封号他吧
B: 我当然要插手,你能阻止我吗?
A: 哭着叫你妈吧,混蛋
B: 是的,我是无神论者
A: 笨蛋,莱斯里 ult了就会开
A: 你这个烂莱斯安妈个x
B: 好吧,那我就上你妈
A: 我说了莱斯里
B: 现在我要打烂你妈
A: 如果你觉得对你有关,你可以接受
",1
,1
,1
"B: yes
C: No Translation
A: get mm java
B: 1/jawirr shut up asshole  
C: hehe
A: 1/you lost gold what are you doing jawirrr
B: where's mm like this
C: tired :)
B: good with fanny?
A: just go away
B: not hyper not tank not useful
C: just give up
",1
,1
,1
"
A: 我开不了。
B: 如果我打得不好。
B: 我就会生气。
B:这ping速度。 
A: 嘿,哥们。
A: 网卡。
A: 网卡。
B: 你觉得你很棒?
A: 网卡太tm垃圾了。
B: 欢乐吧,和你妈在一起。
A: 哥们。

A: 你如何? 
A: 我这里网卡。
A: 网卡。
A: 哥们选坦克。
B: - 垃圾ping速度。
B: ping速度tm高。
B: 队友也打不了。
A: 好的。
B: 总是靠我。
A: 没关系,哥们。
B: 是的,现在你妈和我在一起了,完成后再送你妹过来。
B: 开局显示50。
B: 推进。
B: 游戏内显示200。
B: 我日。
B: Julian,你妈的头发长吗?
B: 我送我的狗过去。
B: 我喜欢长头发的女人。
B: 哈哈哈哈哈。
B: 我这边ping是200。
",1
"B: Calm down bro
C: Wtf tank???  
D: Who are you telling to stfu??  
E: He said that before game starts  
F: I'll crush them all just wait  
G: Guys don't feed please  
H: Let me farm a bit   
I: Group and push, don't split  
J: We're same level idiot  
K: They worship miya ffs   
L: Don't hide like a pussy oçç  
M: Nice  
N: stfu fuck your mom  
O: lxkdmx tm api  
P: Imma full build and crush them all  
Q: Coming to join you guys
",1
"reason rubbish team,
weak side  
waste your skin young people
let tank die
my side rubbish
rubbish core waste your skin
B: hey be quiet
let me carry
not sure surrender but act like very strong
",1
"C: Some trash player looks down on roaming support
A: I'm already playing like a god but still in Mythic rank, must be boosting others
D: Be careful, that guy who looks for party members is super trash, will blame teammates when he loses 
",1
,1
"A: Nope\nB: Nope\nC: Nope\nD: Nope\n
kls 6 sd wkwk\nwkwk\nokeyy\nngiri? hhhhhhhha\nwkwk bantu ny\nxixi\nhhh ngiri\nwkwk kocakk minimal punya pacar lah\n6 sd? wkwk\ngaperlu wkwk gaminta\nwkwk kocak\nminimal junior lh yau\nminimal tittle junior ups\nkena mental hhhha\ngomana"" sakit? wkwk\nhhha bpk lo ush dineraka xixi\nsp sruh main bpk hhha\nudh dimakan api hhha\nhha ksian\n1/bpk dimakan apai hhha\nreport klo nof
A: haha 6th grade wkwk
B: wkwk
C: okay
D: jealous? hahahaha
A: wkwk help pls  
B: hehe jealous
C: wkwk at least have a girlfriend
D: 6th grade? haha
A: dont need haha dont ask for it  
B: wkwk funny
C: at least junior high dude
D: at least junior title oops
A: hit your mentality haha
B: how's the pain? wkwk
C: haha your dad should go to hell hehe
D: ask your dad to play wkwk 
A: already eaten by fire hehe
B: poor thing
C: your dad was eaten by fire haha
D: report if inappropriate
",1
,1
"B: 妈的,敢出大招!
C: 9 6 23
C: 9 6 23  
C: 9 6 23
D: 哈哈哈哈 9 6 23
E: 我要杀了你,我知道你在干什么
F: 明天你就只剩个名字了
G: 你他妈的明天就死定了
H: 我明天就宰了你 
I: 明天你就只剩个名字了
J: 记住我的话,明天你就只剩个名字在墓碑上了
K: go to hell 
C: 9 6 23
C: 9 6 23
L: 明天你就只剩个名字了
M: 我可能就在你身后盯着你
N: 明天你就只剩个名字了  
O: 清晨你就只剩个名字了
P: 闭嘴
Q: 真主至大,这孩子还很天真
R: 开玩笑的哥们
S: 你是清真寺的孩子,别太激进
T:哈哈哈你脸色变了吧哥们
U: 你不用找借口
V: 我请客
W: 离开战队
X: 在你家里已经有了刻着你名字的坟墓
Y: 听我说,用这个技能我可以操控你,明天你的生命就会结束
C: 9 6 23  
Z: 等我用诺娃英雄,明天你的名字就刻在墓碑上了
AA: 不要找借口,混蛋!
AB: 我标记了你的脸
C: 9 6 23
C: 9 6 23
C: 9 6 23
C: 9 6 23  
C: 9 6 23
AC: 你不要指挥我
AD: 我正在监视你,众生之子
AE: 嗯,克劳德用户
AF: 不好意思,阿勇,你要买巧克力吗?
AG: 再见,托德
AH: 孬种,敢出大招!
AI: 我要杀了你 
AJ: 记住,只剩个名字
AK: 闭嘴!
AL: 死吧死吧死吧
AM: 记住
AN: 明天你的名字就刻在墓碑上了
AO: 闭嘴!
AP: 笨猪
AQ: 闭嘴!你用卑鄙手段获胜,现在我要用同样卑鄙的方式杀了你
AR: 天亮前你就死定了
AS: 哈哈哈哈
AT: 好了好了,我们继续游戏吧
AU: 糟糕的鲁比,臭不要脸的骗子
AV: 去买脑子吧,在史诗商店里买皮肤显摆
AW: 鲁比带闪现,白痴
AX: 刚才谢谢你救我,不会让我死, 皮肤真不错
AY: 我下线了,再见,朋友,愿安拉保佑你
",1
"傻逼
B:靠 只有在月球才这样 
垃圾
C:你是怎么提升100级的
我会记住你这个混蛋的
A:弱智他妈的 
B:去你妈的
混沌垃圾 
喂,弱智他妈的
上帝啊
C:只要跟我对线 
A:对着霍利 
",1
,1
"B:还在假装蒙蔽?我肯定会赢的
A:就认输吧
B:你那肤浅的脸也配?
A:就认输了吧,不成器的孩子
B:就算-1星也没关系,很适合你
没错,不成器的孩子
A:就认输吧
不成器的孩子
B:就认输吧,不成器的孩子
A:是的
",1
,1
"A: 罐头

B: 嗯

A: 天使你不要选安琪拉了

B: 屁股后面我

C: 你确实不该选安琪拉,你这个罐头

D: 别跟他废话了,他就是个罐头

E: 看看宠物

C: 安琪拉你这个罐头

F: 报告一下

G: 报告安琪拉

H: 他真麻烦

",1
,1
,1
,1
"B: 哈哈你是白痴 继续关注吧 
A: 我会向你展示我的实力的猴子 
B: 狗才会这样 
A: 白痴哈哈哈 
",1
,1
,1
"B: 你这个狗日的杂种
A: 继续喂,你们会放弃的
B: 杀了BOSS,结束吧
A: 我来了!这是最后了!
B: 我在告诉你们给我,他们不给
C: 如果你从你妈的屁眼里出来,试试BAN我吧 
A: 但是你妈已经把你吓尿了
B: 来吧
A: 给我
D: 傻逼,后退!他在告诉你
C: 然后他们说要replenish
全他妈是混蛋垃圾
你们这些傻屌不会玩游戏
什么也做不了,试试吧
",1
"B: 如果我不转线,ADC就会死的。我们连转线都没有。
A: 如果我状态好,没有人来骚扰我。如果转线在我线上。他当然会领先。
B: 是啊,你说每个词我就玩得更起劲了。继续说吧,我一周只玩一次,输就输吧。
C: 你可以闭嘴让我好好打,而不是指手画脚。  
A: 我该听谁的?你自己都不移动就老是说话。
B: 我承认。
A: 你想让我1打3?为了什么?中单更自私。
C: 你的威胁让我信服了。
A:哈哈哈
",1
"B: 你真恶心  
A: 破坏气氛  
B: 快走开  
A: 哈哈哈  
B: 哈哈哈  
A: 哈哈  
B: 给我装备吧  
A: 哈哈  你还没装备好吗  
B: 你用英雄有多久了  
A: 别装尼玛 你用英雄多久了  
B: 1小时50分钟  
A: 累不累  
B: 和NPC战斗吧  
A: 是的 说得太多了  
",1
"B: 52533
C: 我擦 (Damn it)
D: 妈的 (F**k)
A: 我擦 (Damn it)  
D: 操你妈 (F**k your mother)
",1
"A: 休息\n抱歉我是男生\n一会儿我可能会更卡\n平时这么少玩还卡\nD: 妈的\nC: 休息时间男朋友眼睛很活泼\n
B:哈哈哈哈哈哈哈\nC:太垃圾了哈哈哈哈哈
",1
,1
"B: 我去偷野
C: 三路塔已经被摧毁了
A: 我们这边的团队真弱,一直在要求刷装备
B: 该死的队友,一直在送人头 
C: 哎呀,时间都用在和队友斗嘴上了
",1
"B:淦,我们报告她。
C:卡尔你NB。 
A:一如既往地好。
B:废物队友。
C:你和你妈。
A:那个荡妇。
B:你妈生你的时候。
C:你奶奶也是。
A:那个妓女。  
B:“拉了一泡屎”
C:天呐,E迪斯被虐成狗了。
D:多么弱智的人。
",1
"B: 扣扣扣(打野用语)
C: 扣大大(嘲讽打野)
A: 嘿嘿嘿
D: 废物金蝉(嘲讽队友)
E: 牛逼金蝉(夸队友)
F: 谢谢扣扣
G: 印尼🐶(侮辱印尼玩家)
H: 印尼牛逼
I: 我在插眼(表示自己在投入帮助团队)
J: 好的印尼
K: 我在troll(承认自己在恶意feed)
J: 好的印尼
L: 可怜的印尼
M: 臭的(侮辱)
N: 印尼没有大脑哈哈(嘲笑印尼玩家)
O: 穷鬼
P: 可怜的
J: 好的印尼
Q: 钩子问题(抱怨自己队友的操作)
R: 再见
S: 金蝉你废物 
J: 好的扣扣女王
T: 狗玩家(骂队友)
U: 完全废物 
V: 免费星星(嘲讽送人头)
W: 印尼会钩吗?
X: 0 4 0 笑死(嘲讽比分)
G: 印尼很臭
C: 金蝉生气
Y: 会钩吗?哈哈(嘲笑)
Z: 不如你臭(反击)
",1
"B: 是的 
A: 哎呀,真可怜
B: 我试一下DAWNING皮肤吧  
A: :(  
B: 别太自豪啊  
A: 嘿,可怜的家伙
B: 别在频道里大声广播,很烦人的  
A: 也还不错,可怜他从来没MVP过  
A: 免费胜利,免费胜利  
A: 唉,怎么办,难道只能认真打吗 :)  
B: 我有苏丹皮肤  
A: 你是谁啊  
B: 反正一定免费胜利  
A: 可怜的家伙,记住  
A: 可怜的家伙  
B: 我还没穿那件和你妈一样贵的黎明皮肤呢  
A: 哈哈哈  
A: 唉,可怜的家伙  
B: 输给史诗级玩家也没关系的  
A: 可怜的家伙,免费胜利啦  
",1
"B: your mom is cheating eh?
C: don't be silly
A: f*ck off
B: just kidding 
A: why not accept it
B: acting stupid
",1
"我敢打赌你一定是个肥妞或者消瘦的受气包
脑子有问题才来游戏发脾气
小心我骂你啊!
",1
"B: 没空。
C: 嗯糟糕。
D: 哦。
E: 不要胡说八道的。
F: 安静点。
G: 旧事重提吧。
H: 祈祷吧,希望尽快康复。
I: 不要胡说八道。
J: 嘿,和那个女生说话呢。  
K: 嘿,和那个女生说话呢。
L: 好的。
M: 好的。  
N: 退下吧?
O: 我在说话。
P: 我喜欢阿耶莎自从她不戴面具开始。  
Q: 你在干嘛?
R: 好的。
S: 开始另一场游戏吧!
T: 好的。
U: 对不起,伙计。
",1
No Translation,1
,1
"
/A: 我选了埃斯特斯
/B: 我选了埃迪斯
/B: 刚进游戏的菜鸟。废物们。
/A: 废物们。
/B: 还抱有希望。你们这些白痴哈哈。
/A: 全军覆没哈哈哈。
/A: 展示一下埃斯特斯的实力。
/B: 你还是退了吧。
/B: 塔被白痴们锁了。
/A: 结束了,白痴们的塔被锁住了。
",1
,1
"B: bn yak alsan
C: 1/req
D: b90k ya b90k aj
E: iya kakek
F: 1/ksih tutor ama kimmi jgq tuh
",1
,1
"B: 黄金就5千  
A: 怎么了?  
B: 我只有一个洞  
A: 解释一下亲爱的  
B: 嗯是外遇  
A: 骂他  
B: 呜  
A: 色魔是什么?  
C: 导师嗯嗯  
D: 廉价的  
C: 导师嗯嗯的Dexx  
A: 看黄金  
B: 她是我的女朋友  
C: 你又丑  
D: N ytm  
A: 亲爱的,有人调皮呢
",1
"B: 多少钱?
C: 你的大脑值这么多钱吗?  
D: 真没办法。
",1
,1
"B: No Translation
A: 50794
B: 52531  
A: No Translation
B: No Translation
A: 50794
",1
"B: 好了,别提了
C: 说得对,我们都该努把力
D: 要不然就跪了,被Selena,Bea和Saber笑死哈哈哈
A: 别说了,我错了
B: 都跪了,Selena说我们都跪了哈哈
C: Bea跟Saber你们隔壁去玩吧,要是一直被虐就GG了哈哈
D: 可惜你没脑子
E: Bea就在你眼前都打不中哈哈哈
F: 你视野这么好有什么用哈哈哈
G: 我什么时候说我完美了????
H: 住口吧你们
A: 别吓我好吗????
B: 封自己ID算了,简单
C: Saber在红BUFF那边
D: Bea我们一队的
E: Selena在蓝BUFF灌木丛里
F: 我在基地守门
G: 我给你们放眼
H: 1/哈哈Bea的视野1% 
I: 1/你们四个好重哦哈哈
J: 1/你们的视野真好啊
K: 1/还敢说视野呢
L: 1/原来是巧克力哈哈
",1
